TimeStep, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z, gyro_w
102.4853, -2.318, -0.106, -1.459, 0.060, -0.609, -0.776, -0.152
102.528, -0.715, 0.265, -1.151, -0.019, -0.507, -0.860, 0.051
102.5707, 2.303, -0.246, 0.039, 0.011, -0.561, -0.821, -0.108
102.656, 0.309, -0.293, -0.039, 0.010, -0.630, -0.708, -0.318
104.1493, -3.607, -0.261, -1.638, -0.027, -0.559, -0.826, -0.060
104.256, 1.486, -0.571, 0.187, -0.051, -0.536, -0.826, -0.165
104.3627, -3.098, -1.139, -1.565, -0.045, -0.505, -0.851, -0.138
104.384, -0.432, -0.596, -0.720, -0.079, -0.476, -0.869, -0.106
104.448, 1.097, -0.108, -0.453, -0.066, -0.535, -0.796, -0.276
104.4907, -1.896, -0.716, -1.524, -0.037, -0.530, -0.814, -0.234
108.352, 0.254, -4.377, -2.089, -0.374, 0.399, 0.581, 0.603
108.3946, -0.076, -1.433, -1.454, -0.280, 0.386, 0.710, 0.518
108.5227, -0.221, 0.466, -0.440, -0.450, 0.437, 0.421, 0.655
108.5866, 0.271, -3.831, -1.878, -0.354, 0.408, 0.599, 0.591
108.6507, 0.511, 2.944, 1.208, -0.368, 0.416, 0.607, 0.568
108.6933, -0.092, 1.359, 0.666, -0.458, 0.444, 0.444, 0.629
108.7146, -0.404, -0.802, -0.874, -0.466, 0.461, 0.467, 0.593
108.8213, 0.613, -0.097, -0.010, -0.290, 0.435, 0.749, 0.407
110.1227, -0.552, 0.319, 0.841, -0.429, 0.545, 0.148, 0.705
110.208, -0.124, -3.363, -1.383, -0.280, 0.565, 0.469, 0.618
110.336, -0.397, -0.731, -0.257, -0.263, 0.594, 0.412, 0.639
110.3573, 0.154, -3.132, -1.591, -0.223, 0.541, 0.554, 0.592
111.424, -0.631, 0.064, -0.598, -0.103, -0.441, -0.825, 0.337
111.5733, -0.911, 0.573, -1.733, -0.140, -0.260, -0.854, 0.428
111.616, -0.053, 0.097, -1.161, -0.137, -0.194, -0.852, 0.467
112.2346, 0.597, 2.637, 1.436, 0.224, -0.310, -0.842, 0.381
112.2773, -1.606, 4.219, 0.637, 0.026, -0.368, -0.775, 0.514
112.2987, -4.672, 2.864, -1.030, -0.249, -0.371, -0.524, 0.725
112.5546, 2.429, 1.452, -0.162, 0.698, -0.506, -0.471, -0.187
112.5973, 2.792, -2.638, 0.746, 0.593, -0.666, -0.436, -0.121
112.6613, 5.012, 0.022, 1.236, -0.953, -0.266, 0.121, 0.080
112.768, 2.581, 0.568, 2.419, 0.790, 0.359, -0.371, 0.330
112.8746, 2.261, -0.451, 2.326, 0.463, 0.427, -0.768, 0.119
112.9173, 1.138, -1.280, 1.349, -0.355, -0.378, 0.850, 0.094
112.96, -0.883, -1.968, -0.106, -0.140, -0.150, 0.789, 0.579
113.1093, 0.531, -4.155, 0.745, -0.293, 0.020, 0.646, 0.704
113.1733, 3.321, -4.779, 1.764, -0.625, -0.285, 0.601, 0.410
113.3013, 2.674, 0.275, 4.912, 0.655, 0.312, -0.345, 0.596
113.3866, 1.871, -2.447, 0.619, 0.414, 0.267, -0.548, 0.676
113.4933, -0.220, -2.404, 0.012, -0.167, -0.047, 0.962, 0.212
113.6, 1.443, -2.475, -2.422, -0.100, 0.284, 0.844, 0.444
113.6853, 4.868, -0.914, -0.912, -0.456, 0.330, 0.772, 0.296
130.176, 0.047, 0.839, -0.559, -0.482, 0.145, 0.851, 0.151
132.8427, 0.407, -0.157, 1.462, 0.328, -0.500, -0.115, 0.793
132.8853, -0.758, -1.266, 3.006, 0.510, -0.620, -0.076, 0.591
132.928, -1.619, -0.833, 2.565, 0.559, -0.662, -0.053, 0.496
133.056, 0.673, 0.146, 0.719, 0.515, -0.461, -0.551, 0.467
133.0773, 0.368, 1.267, 0.051, 0.422, -0.411, -0.598, 0.543
133.312, -0.689, -0.341, 0.963, -0.114, -0.082, -0.048, -0.989
133.4187, 2.864, 1.414, 1.164, -0.277, 0.440, -0.256, -0.815
133.5253, 0.064, 0.610, -0.028, -0.651, -0.562, 0.472, 0.194
133.8027, -0.448, -0.058, -0.237, -0.136, 0.026, -0.987, 0.080
134.0373, 1.379, 0.441, 1.303, 0.724, 0.470, -0.502, 0.058
134.336, -0.109, -0.015, -1.015, -0.338, -0.279, 0.776, 0.453
134.4853, 0.249, 0.527, -0.318, 0.072, -0.042, 0.984, 0.159
140.9493, 0.498, -0.063, 1.024, -0.794, -0.116, 0.564, -0.195
140.992, -0.627, 0.610, -0.498, -0.634, -0.192, 0.652, -0.369
141.12, -0.117, 0.146, 0.576, -0.322, -0.156, 0.788, -0.501
141.3546, -0.281, 0.667, 0.465, -0.213, -0.032, 0.805, -0.552
141.3973, 1.291, 0.157, 1.963, -0.512, -0.232, 0.620, -0.547
141.888, 0.949, 0.120, 0.893, -0.525, -0.164, 0.645, -0.530
142.08, -0.579, -0.059, -1.143, -0.301, -0.055, 0.745, -0.592
142.1866, 0.742, 0.536, 1.330, -0.730, -0.240, 0.583, -0.264
142.3573, 0.687, 0.178, 1.399, -0.523, -0.146, 0.729, -0.417
142.4427, 0.707, -0.681, -1.253, -0.582, -0.151, 0.710, -0.367
